Depth.m,Gamma.gAPI,Perm.mD,Porosity.m3/m3,Resistivity.ohm.m,Lithology
1498.6063,88.70342255,0.000663525,0.00204157,0.364580721,1
1499.1063,91.29624176,0.000833834,0.00205084,0.570044458,1
1499.6063,88.77118683,0.001474126,0.002086,1.716237783,1
1500.1063,85.8422699,0.001893245,0.00210237,2.782617569,1
1500.6063,84.41072846,0.001812438,0.00211118,2.52679801,1
1501.1063,81.69168854,0.001565389,0.00215021,1.810450196,1
1501.6063,76.56199646,0.00128668,0.00220144,1.161410332,0
1502.1063,77.22763062,0.001142277,0.0021385,0.975669324,0
1502.6063,86.99822235,0.00119912,0.00202953,1.206298709,1
1503.1063,95.32017517,0.001139076,0.00199209,1.13403213,0
1503.6063,97.93708038,0.000833838,0.00198349,0.61350441,0
1504.1063,97.39269257,0.000616628,0.00200166,0.328842253,0
1504.6063,94.71297455,0.000621837,0.00203063,0.324014843,0
1505.1063,90.77542877,0.000693607,0.00207094,0.386062592,1
1505.6063,85.93396759,0.000769077,0.00211581,0.45278433,1
1506.1063,84.30275726,0.000867738,0.00209964,0.586216509,1
1506.6063,87.54109955,0.000997447,0.00205884,0.80874151,1
1507.1063,88.64614868,0.001154473,0.0020802,1.059099078,1
1507.6063,84.79354858,0.001337312,0.00212663,1.353763819,1
1508.1063,85.95724487,0.001279522,0.00205972,1.329589248,1
1508.6063,96.1598587,0.000873646,0.00194711,0.701473951,0
1509.1063,101.8499985,0.000612846,0.00195961,0.340352446,0
1509.6063,97.56217194,0.000696022,0.00202256,0.409508288,0
1510.1063,89.41976166,0.001004,0.00210287,0.782132685,1
1510.6063,79.89242554,0.001488717,0.00219019,1.572404027,1
1511.1063,78.69809723,0.001576269,0.00212388,1.886144519,1
1511.6063,89.75615692,0.001035196,0.00199562,0.9329831,1
1512.1063,96.41138458,0.000875963,0.00200679,0.659883261,0
1512.6063,91.9464798,0.001506108,0.00207418,1.814054012,0
1513.1063,87.69290924,0.001822048,0.00208162,2.634125948,1
1513.6063,88.22084045,0.00137869,0.00206489,1.535182834,1
1514.1063,89.66766357,0.000889768,0.00205617,0.645392537,1
1514.6063,90.47554016,0.000643143,0.00205068,0.339187264,1
1515.1063,90.23549652,0.00063313,0.00206039,0.325309545,1
1515.6063,88.78257752,0.000857436,0.00207624,0.586669147,1
1516.1063,86.36262512,0.001101032,0.00210297,0.940517902,1
1516.6063,83.07478333,0.001277191,0.00213409,1.225303888,1
1517.1063,80.21354675,0.001496155,0.00215331,1.648612976,1
1517.6063,78.30098724,0.001802385,0.00216774,2.35764885,1
1518.1063,79.48715973,0.00182452,0.00213245,2.504747391,1
1518.6063,84.6391983,0.001412787,0.0020771,1.591280937,1
1519.1063,86.20847321,0.001037723,0.00210484,0.833835959,1
1519.6063,81.1505127,0.000889105,0.00216609,0.574668884,1
1520.1063,77.98469544,0.000808845,0.00216053,0.478297174,1
1520.6063,80.14702606,0.000733183,0.00212804,0.406321257,1
1521.1063,82.0457077,0.001458654,0.00212713,1.609746099,1
1521.6063,81.42549133,0.00330651,0.00213895,8.17143631,1
1522.1063,80.82770538,0.00404152,0.00213764,12.22456741,1
1522.6063,81.27732849,0.002762179,0.00213104,5.749131203,1
1523.1063,83.26560974,0.00149773,0.00210266,1.740904808,1
1523.6063,86.99066925,0.001066597,0.0020655,0.918216765,1
1524.1063,88.07523346,0.000865752,0.00208358,0.593478024,1
1524.6063,84.75384522,0.000651984,0.00212394,0.32267198,1
1525.1063,80.94768524,0.000700378,0.00215055,0.362289131,1
1525.6063,78.23823547,0.001121877,0.00217161,0.909851909,1
