Depth.m,Gamma.gAPI,Perm.mD,Porosity.m3/m3,Resistivity.ohm.m,Lithology
1806.4539,77.78883362,0.000755243,0.00227957,0.370592505,0
1806.9539,76.09427643,0.00097425,0.00228166,0.615444362,0
1807.4539,77.30381775,0.000868064,0.00226997,0.49415049,0
1807.9539,78.80863953,0.000728814,0.00233717,0.326673806,0
1808.4539,75.47293854,0.000660961,0.00249271,0.233170867,1
1808.9539,71.64506531,0.000600369,0.0025451,0.183774546,1
1809.4539,71.95974731,0.000677028,0.0024749,0.248534516,1
1809.9539,72.69561768,0.000767643,0.00240854,0.339203507,1
1810.4539,70.80096436,0.000852404,0.00235888,0.437862605,1
1810.9539,68.63884735,0.000936569,0.00226276,0.579262197,1
1811.4539,68.08116913,0.001013272,0.00211377,0.787635446,1
1811.9539,67.68662262,0.001089216,0.0021877,0.843830645,1
1812.4539,64.47883606,0.001214289,0.00251258,0.773357272,1
1812.9539,60.98501205,0.001344356,0.0026296,0.857573152,0
1813.4539,63.75420761,0.001377577,0.00249211,1.013406754,0
1813.9539,67.16020203,0.001400951,0.00241159,1.1266222,1
1814.4539,60.67841339,0.001474521,0.0024197,1.238872528,0
1814.9539,53.19127655,0.001553195,0.00238899,1.413774967,0
1815.4539,64.89617157,0.001085349,0.00230651,0.74582541,1
1815.9539,78.55243683,0.000561935,0.00221372,0.218827874,0
1816.4539,72.51920319,0.001181781,0.00211484,1.070196629,1
1816.9539,64.48402405,0.001917869,0.00211378,2.821670294,1
1817.4539,69.1532135,0.001547774,0.00222109,1.648046255,1
1817.9539,75.11412811,0.001065207,0.00234644,0.691778123,1
1818.4539,72.72485352,0.001028117,0.00248062,0.570232749,1
1818.9539,69.48656464,0.001036321,0.00248397,0.577652514,1
1819.4539,74.24102783,0.000885217,0.00234229,0.479612142,1
1819.9539,79.8081665,0.000717916,0.00229751,0.329139859,0
1820.4539,72.83472443,0.00080377,0.00237424,0.383804143,1
1820.9539,64.58620453,0.000915365,0.00234067,0.513617575,1
1821.4539,66.45027161,0.000912883,0.00217322,0.601454139,1
1821.9539,69.34254456,0.000898803,0.00210795,0.623500228,1
1822.4539,71.24902344,0.000906925,0.00216888,0.596244752,1
1822.9539,73.05528259,0.000917304,0.00222622,0.575939357,1
1823.4539,74.36740112,0.000769833,0.00226678,0.389845163,1
1823.9539,75.62927246,0.000606312,0.00222505,0.251909703,0
1824.4539,75.07556152,0.000621968,0.00209437,0.302843601,1
1824.9539,74.33724976,0.000655842,0.00218322,0.307314813,1
1825.4539,68.53659058,0.001253208,0.00252297,0.816281378,1
1825.9539,62.22121429,0.001907869,0.0025961,1.776600957,2
1826.4539,73.47079468,0.001279086,0.00235,0.994146228,0
1826.9539,86.50631714,0.000519808,0.00221288,0.187404096,0
1827.4539,84.60293579,0.000630687,0.0022283,0.271697551,0
1827.9539,81.18062592,0.00083004,0.00225222,0.459678143,0
1828.4539,79.05085754,0.001014593,0.00227,0.675035298,0
1828.9539,77.05251312,0.001197641,0.00227744,0.933834136,0
1829.4539,77.3245697,0.000883101,0.00227411,0.509372354,0
1829.9539,77.82746887,0.000517968,0.00226899,0.176106185,0
1830.4539,78.51125336,0.000425847,0.00226302,0.119726993,0
1830.9539,79.21342468,0.000361484,0.00222869,0.089221261,0
1831.4539,86.47830963,0.000319137,0.00216321,0.074257046,0
1831.9539,94.41046143,0.000279029,0.00212986,0.05873898,0
1832.4539,94.2184906,0.000225362,0.00213508,0.038110808,0
1832.9539,93.20048523,0.000170315,0.00212669,0.021956231,0
1833.4539,96.16319275,0.000177147,0.00209942,0.024437055,0
1833.9539,99.53064728,0.00019027,0.00209821,0.028227584,0
1834.4539,96.44446564,0.000263436,0.00212763,0.052478131,0
1834.9539,92.70209503,0.000342706,0.00214529,0.087211795,0
1835.4539,92.34540558,0.000299002,0.00214688,0.066278167,0
1835.9539,92.33296204,0.000242794,0.00214978,0.043571994,0
1836.4539,91.67277527,0.000326447,0.00215575,0.078290217,0
1836.9539,90.9467392,0.00042432,0.00215209,0.132768169,0
1837.4539,92.52259064,0.000363422,0.0021375,0.098862037,0
