Depth.m,Gamma.gAPI,Perm.mD,Porosity.m3/m3,Resistivity.ohm.m,Lithology
1809.3947,84.4269104,0.000818875,0.00189743,0.652335107,0
1809.8947,72.08161926,0.001171714,0.00195063,1.256778598,0
1810.3947,73.51507568,0.001055638,0.00191853,1.058033466,0
1810.8947,78.62595367,0.000814413,0.00189906,0.64402765,0
1811.3947,76.9713974,0.000701834,0.00191834,0.467770547,0
1811.8947,73.51120758,0.00062359,0.00195021,0.356138498,0
1812.3947,69.22085571,0.00184753,0.00198765,2.998024702,2
1812.8947,64.70893097,0.003419011,0.00197876,10.36898136,2
1813.3947,70.9415741,0.002524685,0.00190966,6.113800049,2
1813.8947,80.0418396,0.000972258,0.00186565,0.954413414,0
1814.3947,81.13470459,0.000777397,0.00186947,0.607441664,0
1814.8947,80.09046936,0.000944857,0.00190462,0.861299336,0
1815.3947,73.71907044,0.001395523,0.00196671,1.750835538,2
1815.8947,65.92591095,0.001921774,0.00197419,3.29267478,2
1816.3947,71.38572693,0.001437113,0.00190529,1.990980864,2
1816.8947,80.38264465,0.000682648,0.00185025,0.479166746,0
1817.3947,83.29645538,0.000461829,0.00183315,0.223834604,0
1817.8947,84.58673096,0.000383436,0.00182496,0.155821517,0
1818.3947,85.26171875,0.000567072,0.00181793,0.343720853,0
1818.8947,85.77249146,0.000820641,0.00182028,0.717797518,0
1819.3947,84.69536591,0.000720404,0.0018342,0.543963492,0
1819.8947,83.19445038,0.000525741,0.00182172,0.294092029,0
1820.3947,87.50174713,0.000387834,0.0017727,0.169939131,0
1820.8947,93.35920715,0.000265075,0.00172705,0.084074803,0
1821.3947,97.28551483,0.000267535,0.00169543,0.089196131,0
1821.8947,100.6964111,0.000303415,0.00173033,0.109696232,0
1822.3947,90.75757599,0.001352291,0.00184578,1.890359521,2
1822.8947,77.25582123,0.002671526,0.00190115,6.913255215,2
1823.3947,79.36031342,0.002318977,0.00185889,5.473116398,2
1823.8947,85.62996674,0.001520245,0.00183024,2.433936596,2
1824.3947,84.77468872,0.001287892,0.00184487,1.716462493,2
1824.8947,82.01783752,0.001206701,0.00190152,1.409865022,0
1825.3947,73.13278198,0.003440236,0.00199985,10.25609875,2
1825.8947,62.61217499,0.006291549,0.00203727,32.93125153,2
1826.3947,65.91825104,0.004779263,0.00198637,20.09044457,2
1826.8947,72.91453552,0.002102371,0.00191583,4.2095294,2
1827.3947,80.22348023,0.002007253,0.00184396,4.173986435,2
1827.8947,87.61585999,0.002601187,0.00184375,7.011302948,2
1828.3947,80.73195648,0.002156108,0.00193466,4.333221436,2
1828.8947,70.03784943,0.001433727,0.00197401,1.833007217,1
1829.3947,72.83287811,0.000939351,0.00192371,0.832815647,0
1829.8947,79.22803497,0.000505829,0.00189714,0.24899374,0
1830.3947,77.11281586,0.00084769,0.00192456,0.677554667,0
1830.8947,72.72625732,0.001396493,0.00194376,1.799134255,2
1831.3947,73.26364136,0.001241162,0.00193816,1.43020916,1
1831.8947,75.11518097,0.000897904,0.00187663,0.803575516,1
1832.3947,86.80419922,0.000648745,0.00175086,0.488645911,0
1832.8947,101.1187515,0.000424699,0.00173081,0.214789912,0
1833.3947,90.47640991,0.001165851,0.00186183,1.378534675,0
1833.8947,73.17330933,0.002164605,0.00196048,4.241893768,1
1834.3947,69.53533173,0.001776512,0.00197779,2.80246377,1
1834.8947,69.54446411,0.001018283,0.0019585,0.940817595,1
1835.3947,73.19045258,0.000971882,0.00191455,0.900908232,1
1835.8947,77.80709076,0.001115462,0.0018938,1.215553641,0
1836.3947,76.79538727,0.001610423,0.00190902,2.489413261,2
1836.8947,74.28153229,0.002199165,0.00193832,4.489310265,1
1837.3947,71.00718689,0.002366293,0.00197588,4.98268795,1
1837.8947,67.52986908,0.002420895,0.00198491,5.163238049,1
1838.3947,69.72390747,0.002009716,0.0019556,3.676657438,1
1838.8947,73.43157959,0.001474223,0.00193128,2.033607006,1
1839.3947,74.68164063,0.001141303,0.00192349,1.229714394,1
1839.8947,75.27579498,0.000862448,0.00191481,0.709233522,0
1840.3947,77.21846771,0.000969653,0.00190061,0.911313355,0
1840.8947,79.52104187,0.001179893,0.00186437,1.407715321,0
1841.3947,85.27553558,0.000991057,0.00180168,1.07079494,0
1841.8947,91.95130158,0.00069571,0.00177802,0.543245673,0
1842.3947,89.22762299,0.00053642,0.00181086,0.310215652,0
1842.8947,83.99531555,0.000413443,0.00187571,0.170555547,0
1843.3947,75.16506195,0.000724956,0.00196604,0.472846955,1
1843.8947,65.37456513,0.001152432,0.00200001,1.150693774,1
1844.3947,68.38664246,0.001064872,0.0019558,1.032002568,1
1844.8947,74.81561279,0.000839853,0.0018928,0.689884663,1
1845.3947,81.95056915,0.001273622,0.00182686,1.715257764,2
1845.8947,89.27394104,0.001883214,0.0018272,3.748608589,2
1846.3947,82.17250824,0.001716767,0.00191227,2.818475962,2
1846.8947,71.22122955,0.001343202,0.00197769,1.602265716,1
1847.3947,67.59051514,0.001305396,0.0019956,1.48362124,1
1847.8947,65.91358185,0.001357202,0.0019903,1.613125682,1
1848.3947,67.99530029,0.001356703,0.00196827,1.651898384,1
1848.8947,71.08015442,0.001342244,0.00193183,1.684734464,1
1849.3947,76.79806519,0.001293145,0.00188159,1.657063484,2
1849.8947,83.21871185,0.0012348,0.00189951,1.479726315,0
1850.3947,74.19891357,0.001764009,0.00200744,2.674162865,1
1850.8947,61.05820084,0.002450031,0.00206027,4.872030735,2
1851.3947,62.86397553,0.001961507,0.00201926,3.264050961,2
1851.8947,68.65882874,0.001159509,0.00196738,1.207796216,1
1852.3947,72.97895813,0.001070587,0.00192676,1.078011394,1
1852.8947,76.90548706,0.00117198,0.001911,1.315427065,0
1853.3947,76.53555298,0.001093603,0.00192374,1.128749847,0
1853.8947,75.01892853,0.000967249,0.00192158,0.885171771,1
1854.3947,77.37888336,0.000862407,0.00189294,0.727315903,0
1854.8947,80.77346039,0.000763306,0.00188589,0.574462116,0
1855.3947,78.2154007,0.000891328,0.00191329,0.758851886,0
1855.8947,74.06863403,0.001079966,0.00193286,1.089379668,1
1856.3947,73.76521301,0.000916475,0.00193336,0.78406626,1
1856.8947,74.4875412,0.000659003,0.00192901,0.407416254,1
1857.3947,75.00914764,0.000796597,0.00192361,0.598990142,1
1857.8947,75.47718048,0.00103963,0.00196758,0.970748067,0
1858.3947,65.10608673,0.001471843,0.00207435,1.732137919,1
1858.8947,51.84212875,0.001954546,0.00210503,2.957490921,2
1859.3947,57.84573746,0.002051209,0.00202254,3.556691647,2
1859.8947,68.99168396,0.002044842,0.00196211,3.778576613,1
1860.3947,71.15991974,0.001459129,0.00195984,1.928865433,1
1860.8947,70.93209076,0.000718794,0.00196026,0.467862576,1
1861.3947,72.33248138,0.001004192,0.00194857,0.925247908,1
1861.8947,74.16743469,0.001563349,0.00196219,2.208418131,1
1862.3947,69.5194397,0.00272839,0.0020111,6.371748924,1
1862.8947,63.14120483,0.004055135,0.00198912,14.41970921,2
1863.3947,73.64297485,0.003019069,0.00186791,9.178314209,1
1863.8947,88.6498642,0.00135239,0.00180828,1.977969408,2
