Depth.m,Gamma.gAPI,Perm.mD,Porosity.m3/m3,Resistivity.ohm.m,Lithology
1853.2308,97.52741242,0.000248273,0.00207619,0.049189508,0
1853.7308,97.66395569,0.000187196,0.00207619,0.027964501,0
1854.2308,97.52703857,0.000160783,0.00207927,0.020562466,0
1854.7308,97.07119751,0.000174794,0.00208441,0.024170671,0
1855.2308,96.53574371,0.000235062,0.00209043,0.043435559,0
1855.7308,95.90744019,0.000349275,0.00209292,0.095648579,0
1856.2308,96.05558777,0.00041856,0.00208669,0.138263539,0
1856.7308,97.10923767,0.00043545,0.00207507,0.151497364,0
1857.2308,98.29846191,0.000453525,0.00206193,0.166647896,0
1857.7308,99.6457901,0.000472981,0.00205651,0.182305396,0
1858.2308,99.34446716,0.000459164,0.00206959,0.169429719,0
1858.7308,97.12047577,0.000406543,0.00209355,0.129500002,0
1859.2308,94.71987152,0.000495044,0.00211949,0.186886832,0
1859.7308,92.1133194,0.000748121,0.00214403,0.416136414,0
1860.2308,89.98274231,0.000897432,0.00216323,0.587187469,0
1860.7308,88.40724945,0.00092573,0.00217267,0.618845642,0
1861.2308,88.1605835,0.000933228,0.0021672,0.632409155,0
1861.7308,89.46359253,0.00091647,0.00215872,0.615183651,0
1862.2308,89.79724121,0.000895866,0.00216112,0.586398184,0
1862.7308,89.00040436,0.000870777,0.00217718,0.545062482,0
1863.2308,86.69665527,0.00085974,0.00221016,0.514045596,0
1863.7308,82.63555145,0.000865089,0.00224927,0.500761032,0
1864.2308,79.14798737,0.000911143,0.00229379,0.532053351,0
1864.7308,76.32928467,0.001004665,0.00228474,0.65253216,0
1865.2308,74.52129364,0.000965328,0.00221668,0.643877387,0
1865.7308,73.89199066,0.00077105,0.00223062,0.405162066,1
1866.2308,75.01402283,0.001037882,0.00227724,0.701449752,1
1866.7308,78.17845154,0.00184246,0.00226552,2.23576808,1
1867.2308,80.46873474,0.002373091,0.00224707,3.77635026,1
1867.7308,81.73960114,0.002584245,0.0022334,4.538800716,1
1868.2308,83.10571289,0.002702216,0.00221867,5.035425186,1
1868.7308,84.58289337,0.002711515,0.0022047,5.141089439,1
1869.2308,85.80400848,0.002329549,0.00219359,3.837088585,2
1869.7308,86.72648621,0.00149129,0.00218539,1.585477829,0
1870.2308,87.38700104,0.000893319,0.00218013,0.571941555,0
1870.7308,87.74201965,0.000575573,0.0021806,0.237319499,0
1871.2308,87.29525757,0.000470745,0.00219008,0.157238752,0
1871.7308,85.91344452,0.000614222,0.00220799,0.262940288,0
1872.2308,83.83789063,0.000712452,0.00223369,0.344874471,1
1872.7308,80.95329285,0.000757916,0.00225474,0.382322013,1
1873.2308,79.77341461,0.000869774,0.00225667,0.502554059,1
1873.7308,80.58155823,0.001059062,0.00224254,0.755464435,1
1874.2308,82.50115967,0.001145813,0.00221593,0.907829166,1
1874.7308,85.71692658,0.001112986,0.00218573,0.882809103,0
1875.2308,88.33126068,0.001093461,0.00216227,0.872579455,0
1875.7308,90.24419403,0.00108945,0.00212992,0.895396888,0
1876.2308,90.12090302,0.001044521,0.00209349,0.854905486,0
1876.7308,87.62297821,0.000951871,0.00209543,0.708525598,0
1877.2308,84.55149078,0.000866178,0.00213072,0.565530956,1
1877.7308,80.81109619,0.000788597,0.00216038,0.454719842,1
1878.2308,78.8276062,0.000949957,0.00217032,0.653213739,1
1878.7308,78.89299774,0.001389969,0.00216819,1.401509047,1
1879.2308,79.23770142,0.001646842,0.00216294,1.977907777,1
1879.7308,79.90814972,0.00169014,0.00215603,2.097995997,1
1880.2308,80.56983948,0.001822796,0.00214923,2.457276583,1
1880.7308,81.22129822,0.002059664,0.00214701,3.144545078,1
1881.2308,80.99924469,0.001989858,0.00215459,2.912339687,1
1881.7308,79.75849915,0.00156241,0.00216391,1.778539777,1
1882.2308,79.19824982,0.001254441,0.0021656,1.144533277,1
