Depth.m,Gamma.gAPI,Perm.mD,Porosity.m3/m3,Resistivity.ohm.m,Lithology
1902.2873,65.39846802,0.000830589,0.00212594,0.52258879,0
1902.7873,63.72423935,0.0008259,0.00215923,0.499341309,0
1903.2873,60.51658249,0.001045724,0.0022236,0.750428557,0
1903.7873,56.1739769,0.001431717,0.00231563,1.286595702,0
1904.2873,52.38427734,0.001684126,0.0024328,1.597036958,0
1904.7873,49.00380707,0.001837664,0.00247451,1.831705689,0
1905.2873,47.60666275,0.00195032,0.00236632,2.276407242,0
1905.7873,47.6774559,0.002032718,0.00225,2.762819529,0
1906.2873,48.95595169,0.001951266,0.00223051,2.595039368,0
1906.7873,51.12831116,0.001748545,0.00223577,2.073068857,0
1907.2873,53.9733696,0.001614117,0.00221244,1.807810426,0
1907.7873,57.3163147,0.001530238,0.00216948,1.696427703,0
1908.2873,62.57149506,0.0013182,0.00211353,1.333349705,0
1908.7873,69.24198151,0.001011308,0.00204442,0.844330668,1
1909.2873,77.5697403,0.000725567,0.00196201,0.475786269,1
1909.7873,87.12409973,0.00045548,0.00188024,0.205906153,0
1910.2873,95.31375885,0.000282059,0.00180942,0.085919924,0
1910.7873,102.4933472,0.000180184,0.00176468,0.037048336,0
1911.2873,105.020958,0.000164509,0.00175725,0.03117073,0
1911.7873,104.1054916,0.000212634,0.00178199,0.050497867,0
1912.2873,99.65364075,0.000278917,0.00183508,0.081453472,0
1912.7873,92.58438873,0.000358641,0.00190397,0.124184303,0
1913.2873,84.70594025,0.000439597,0.00197933,0.17130436,0
1913.7873,76.22856903,0.000521465,0.00204975,0.223207071,1
1914.2873,69.42620087,0.000718991,0.00210673,0.39949128,1
1914.7873,63.86356354,0.00100212,0.00214391,0.746766746,0
1915.2873,61.35828018,0.001221059,0.00215657,1.094444633,0
1915.7873,61.11585236,0.00139249,0.00214549,1.439546943,0
1916.2873,63.7643013,0.00144222,0.00211122,1.599886417,0
1916.7873,68.55239105,0.001401874,0.00206958,1.579344869,1
1917.2873,72.79901123,0.00122235,0.00203229,1.249749422,1
1917.7873,76.64487457,0.000939817,0.00200813,0.758480251,1
1918.2873,78.04264069,0.000730869,0.00200359,0.460998833,1
1918.7873,77.62848663,0.000576386,0.00201574,0.282924533,1
1919.2873,75.40675354,0.000523106,0.00204238,0.226401478,1
1919.7873,71.84716797,0.000544731,0.00206253,0.240261242,1
1920.2873,71.03434753,0.00057083,0.00206065,0.264365077,1
1920.7873,72.2545166,0.00060024,0.00203836,0.299386352,1
1921.2873,75.87101746,0.000579758,0.00199686,0.292232335,1
1921.7873,81.26113129,0.000522348,0.00194388,0.251679391,0
1922.2873,87.36780548,0.000468341,0.00188516,0.216450602,0
1922.7873,94.00483704,0.000416852,0.00183239,0.182526186,0
1923.2873,98.81929016,0.000358569,0.00179423,0.141453758,0
1923.7873,102.28479,0.000295258,0.00177505,0.098206304,0
1924.2873,102.9810715,0.000257242,0.00177808,0.074266233,0
1924.7873,101.6277466,0.000237949,0.00179787,0.062015399,0
1925.2873,98.68379974,0.000319257,0.00183043,0.107315682,0
1925.7873,94.56255341,0.000475023,0.00187783,0.224587172,0
1926.2873,88.39925385,0.000601565,0.0019416,0.334667981,0
1926.7873,80.72455597,0.000706479,0.00201039,0.427544832,0
1927.2873,73.47120667,0.000865691,0.0020758,0.59829849,1
1927.7873,66.52970886,0.001065092,0.00215208,0.836538255,0
1928.2873,61.20608902,0.001420889,0.00224977,1.350257158,0
1928.7873,57.07991028,0.00189244,0.00230155,2.278239727,0
1929.2873,56.31642914,0.002168011,0.0022576,3.119606018,0
1929.7873,58.04179382,0.002298531,0.00218398,3.771842241,2
1930.2873,61.65630341,0.002243254,0.0021296,3.797528982,2
1930.7873,66.66903687,0.002050463,0.00208749,3.315355301,2
1931.2873,70.79393768,0.001645864,0.0020525,2.216996193,1
1931.7873,74.26171875,0.001084499,0.00203007,0.986130416,1
1932.2873,75.66300201,0.000721023,0.00202421,0.438667536,1
1932.7873,75.53479004,0.00050401,0.00203188,0.212570116,1
1933.2873,73.99745178,0.000475999,0.00205086,0.185760394,1
1933.7873,71.41718292,0.000587876,0.00207132,0.277221561,1
1934.2873,69.55738831,0.000823579,0.002086,0.535697281,1
