Depth.m,Gamma.gAPI,Perm.mD,Porosity.m3/m3,Resistivity.ohm.m,Lithology
1887.2556,45.11738205,0.006159879,0.0029662,13.81349087,2
1887.7556,53.04032517,0.004317181,0.00281801,7.594985485,2
1888.2556,57.91713715,0.003211399,0.00278295,4.319928169,2
1888.7556,59.88232422,0.002809997,0.00275237,3.388884068,2
1889.2556,59.03827667,0.002695884,0.00262247,3.469279766,2
1889.7556,55.5090332,0.002856376,0.00257436,4.056562901,2
1890.2556,52.49239731,0.002675337,0.00278114,3.00238657,2
1890.7556,49.9657402,0.002167847,0.00305944,1.598250628,2
1891.2556,49.3355751,0.00274244,0.00323396,2.263903618,2
1891.7556,50.51816559,0.004351335,0.00325354,5.624209881,2
1892.2556,51.84309387,0.004460299,0.00306927,6.718164921,2
1892.7556,53.30408096,0.003135561,0.00287544,3.832489252,2
1893.2556,52.12638092,0.002749034,0.00285772,2.986186981,2
1893.7556,48.42650986,0.003259292,0.00285681,4.200562954,2
1894.2556,51.05867386,0.00306354,0.00272041,4.132868767,2
1894.7556,59.74328613,0.002192953,0.0026286,2.283835411,2
1895.2556,59.98279572,0.002010531,0.00275349,1.733316183,2
1895.7556,52.15010071,0.002485887,0.00288693,2.387827158,2
1896.2556,45.78750992,0.002833967,0.00282997,3.242421627,2
1896.7556,40.83010483,0.003060392,0.00276709,3.972856283,2
1897.2556,39.59442902,0.002926559,0.00287464,3.340651274,2
1897.7556,41.91614151,0.002448378,0.00299006,2.144179344,2
1898.2556,41.9107132,0.003011927,0.00295796,3.322812796,2
1898.7556,39.68090057,0.004571211,0.00286658,8.200900078,2
1899.2556,40.17310715,0.004456201,0.00280028,8.20514679,2
1899.7556,43.26714325,0.002740827,0.00281814,3.060873985,2
1900.2556,45.78476334,0.002730014,0.00297665,2.692332983,2
1900.7556,47.75141525,0.004348498,0.00311011,6.20257473,2
1901.2556,48.59267807,0.005638191,0.00306017,10.80535889,2
1901.7556,48.35823822,0.006613608,0.00295205,16.0918026,2
1902.2556,48.8327179,0.006508389,0.00290545,16.13903236,2
1902.7556,49.98480988,0.005370246,0.00291394,10.917696,2
1903.2556,50.00286865,0.004945048,0.00297138,8.868149757,2
1903.7556,48.93696976,0.005201313,0.00300546,9.568015099,2
1904.2556,47.0962944,0.005350449,0.0029471,10.57089138,2
1904.7556,44.5150528,0.005397186,0.00282359,11.81873798,2
1905.2556,45.35792923,0.004933846,0.00266104,11.25273514,2
1905.7556,49.47373962,0.003982955,0.00265383,7.377173901,2
1906.2556,49.61257935,0.004167412,0.0029877,6.222882271,2
1906.7556,45.9500618,0.005437085,0.00328864,8.576228142,2
1907.2556,42.94371414,0.005812944,0.0031991,10.41672325,2
