Depth.m,Gamma.gAPI,Perm.mD,Porosity.m3/m3,Resistivity.ohm.m,Lithology
1809.0039,88.23114777,0.000142139,0.00212444,0.015328036,0
1809.5039,92.53730011,0.000128877,0.00244978,0.009210184,0
1810.0039,96.78910065,0.000118285,0.00228098,0.009077963,0
1810.5039,94.06357575,0.000450526,0.00233855,0.124668613,0
1811.0039,91.30539703,0.00078099,0.00221261,0.423156232,0
1811.5039,84.35327148,0.000883256,0.00263187,0.369480163,0
1812.0039,77.40753174,0.000985279,0.00258038,0.480191261,0
1812.5039,71.28082275,0.001056241,0.00252006,0.581329167,1
1813.0039,65.18936157,0.001124263,0.00231704,0.792286217,0
1813.5039,63.62459564,0.00081479,0.00258656,0.326664597,0
1814.0039,62.07001877,0.000507336,0.0023745,0.152873695,0
1814.5039,61.82304764,0.000459078,0.00268178,0.095772833,0
1815.0039,61.58870697,0.000414854,0.00271766,0.075955935,0
1815.5039,62.97608948,0.000888595,0.00241038,0.453752816,0
1816.0039,64.35941315,0.001359422,0.00284606,0.736837387,0
1816.5039,65.22091675,0.001456197,0.00268402,0.961859465,0
1817.0039,66.07447052,0.001552379,0.00259917,1.173164606,1
1817.5039,65.90611267,0.001572328,0.00249383,1.318193317,1
1818.0039,65.72455597,0.001588771,0.00266823,1.159929752,1
1818.5039,63.8459053,0.001155098,0.00280485,0.549333811,0
1819.0039,61.95304108,0.000724347,0.00220498,0.366778284,0
1819.5039,58.23516083,0.000668914,0.00270406,0.199666053,0
1820.0039,54.5476265,0.000614055,0.00255406,0.190768004,0
1820.5039,54.75639725,0.000632971,0.00257265,0.199494347,0
1821.0039,54.95332336,0.000651032,0.00236554,0.253838956,0
1821.5039,53.63000107,0.000559166,0.00261697,0.149942428,0
1822.0039,52.34647751,0.000476438,0.00277104,0.095983826,0
1822.5039,56.17294693,0.001566968,0.00278869,1.023858428,2
1823.0039,59.98190308,0.002648458,0.00302912,2.438316345,2
1823.5039,61.54158402,0.002569124,0.00269097,2.976944208,2
1824.0039,63.12244797,0.002490299,0.00243368,3.489180565,2
1824.5039,67.42306519,0.002476876,0.00250409,3.241743803,1
1825.0039,71.68218994,0.002457064,0.00287436,2.355278492,1
1825.5039,70.61360931,0.001616941,0.00264435,1.225425124,1
1826.0039,69.55672455,0.000789077,0.00293895,0.231321275,1
1826.5039,70.00325012,0.001535153,0.00272072,1.037525654,1
1827.0039,70.43505096,0.002276098,0.00274627,2.234327078,1
1827.5039,68.97509766,0.002358105,0.00244199,3.105200052,1
1828.0039,67.51534271,0.002452343,0.00263637,2.837581396,1
1828.5039,66.07946014,0.00411703,0.00269246,7.635537148,1
1829.0039,64.61751556,0.005765377,0.00298632,11.92217255,2
1829.5039,59.80898285,0.005315752,0.00291665,10.67539406,2
1830.0039,55.03026581,0.004870832,0.00293357,8.849813461,2
1830.5039,54.08029938,0.005030081,0.00264789,11.82415676,2
1831.0039,53.17668915,0.005173505,0.00228281,17.335495,2
1831.5039,58.2257309,0.003285079,0.00243233,6.07913971,2
1832.0039,63.3025322,0.001408786,0.00300134,0.70403856,0
1832.5039,71.94463348,0.001090268,0.00244563,0.661617041,1
1833.0039,80.57016754,0.000772556,0.00244705,0.331776291,0
1833.5039,87.0690918,0.000558307,0.00230611,0.197428688,0
1834.0039,93.53242493,0.000346479,0.00252836,0.062102314,0
1834.5039,95.42496491,0.000445409,0.00229396,0.127124623,0
1835.0039,97.3135376,0.000543675,0.00227564,0.192774788,0
1835.5039,98.69296265,0.000556543,0.00226226,0.204646424,0
1836.0039,100.0696564,0.000568914,0.00224889,0.216652274,0
1836.5039,101.0965729,0.000517381,0.00223893,0.180938616,0
1837.0039,102.085289,0.000464806,0.00222934,0.147419855,0
